Produto;Espécie;Região;Mercado;Semana;Data;Mínima;Máxima;Freq 
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;03-11-2014;0.12;0.15;0.13
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;10-11-2014;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;10-11-2014;0.28;0.33;0.3
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;24-11-2014;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;24-11-2014;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;24-11-2014;0.1;0.15;0.11
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;01-12-2014;1.8;1.8;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;01-12-2014;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;01-12-2014;0.1;0.14;0.11
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;08-12-2014;1.8;1.8;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;08-12-2014;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;08-12-2014;0.1;0.14;0.11
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;15-12-2014;1.8;1.8;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;15-12-2014;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;29-12-2014;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;05-01-2015;1.8;1.9;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;05-01-2015;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;05-01-2015;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;12-01-2015;1.8;1.9;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;12-01-2015;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;12-01-2015;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;19-01-2015;1.8;1.9;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;19-01-2015;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;19-01-2015;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;26-01-2015;1.8;1.9;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;26-01-2015;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;09-02-2015;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;16-02-2015;1.8;1.9;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;16-02-2015;0.28;0.3;0.29
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;16-02-2015;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;23-02-2015;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;23-02-2015;0.3;0.32;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;11;09-03-2015;0.1;0.15;0.11
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;16-03-2015;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;16-03-2015;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;16-03-2015;0.1;0.15;0.11
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;23-03-2015;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;23-03-2015;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;23-03-2015;0.1;0.14;0.11
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;30-03-2015;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;30-03-2015;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;30-03-2015;0.1;0.14;0.11
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;27-04-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;04-05-2015;1.8;2.0;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;04-05-2015;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;19;04-05-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;11-05-2015;1.8;2.2;1.8
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;11-05-2015;0.3;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;22;25-05-2015;0.13;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;01-06-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;01-06-2015;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;01-06-2015;0.13;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;08-06-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;08-06-2015;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;26;22-06-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;29-06-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;29-06-2015;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;29-06-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;06-07-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;06-07-2015;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;30;20-07-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;27-07-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;27-07-2015;0.3;0.34;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;33;10-08-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;17-08-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;17-08-2015;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;17-08-2015;0.12;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;24-08-2015;1.8;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;24-08-2015;0.3;0.33;0.31
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;37;07-09-2015;0.14;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;14-09-2015;2.0;2.2;2.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;14-09-2015;0.3;0.33;0.33
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;40;28-09-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;05-10-2015;2.0;2.2;2.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;05-10-2015;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;05-10-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;12-10-2015;2.0;2.5;2.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;12-10-2015;0.33;0.35;0.34
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;26-10-2015;2.0;2.5;2.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;26-10-2015;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;44;26-10-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;02-11-2015;2.0;2.5;2.2
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;02-11-2015;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;02-11-2015;0.13;0.15;0.14
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;47;16-11-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;23-11-2015;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;23-11-2015;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;23-11-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;30-11-2015;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;30-11-2015;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;51;14-12-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;21-12-2015;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;21-12-2015;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;52;21-12-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;53;28-12-2015;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;53;28-12-2015;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;53;28-12-2015;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;04-01-2016;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;04-01-2016;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;04-01-2016;0.13;0.16;0.15
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;18-01-2016;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;25-01-2016;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;25-01-2016;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;4;25-01-2016;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;01-02-2016;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;01-02-2016;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;01-02-2016;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;08-02-2016;2.0;2.75;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;08-02-2016;0.33;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;08-02-2016;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;15-02-2016;2.0;2.65;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;7;15-02-2016;0.33;0.38;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;29-02-2016;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;07-03-2016;2.0;2.65;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;07-03-2016;0.35;0.4;0.38
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;07-03-2016;0.13;0.15;0.14
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;21-03-2016;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;28-03-2016;2.0;2.5;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;28-03-2016;0.35;0.4;0.38
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;13;28-03-2016;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;04-04-2016;2.0;2.5;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;14;04-04-2016;0.35;0.4;0.38
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;16;18-04-2016;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;25-04-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;25-04-2016;0.35;0.39;0.38
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;17;25-04-2016;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;02-05-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;18;02-05-2016;0.35;0.39;0.37
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;16-05-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;16-05-2016;0.35;0.39;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;20;16-05-2016;0.13;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;23-05-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;21;23-05-2016;0.35;0.39;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;23;06-06-2016;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;13-06-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;13-06-2016;0.33;0.37;0.35
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;24;13-06-2016;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;20-06-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;25;20-06-2016;0.33;0.37;0.35
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;27;04-07-2016;0.12;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;11-07-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;11-07-2016;0.33;0.37;0.35
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;28;11-07-2016;0.12;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;29;18-07-2016;2.0;2.4;2.3
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;01-08-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;01-08-2016;0.33;0.37;0.35
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;31;01-08-2016;0.12;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;08-08-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;32;08-08-2016;0.33;0.37;0.35
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;34;22-08-2016;0.12;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;29-08-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;29-08-2016;0.31;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;35;29-08-2016;0.12;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;05-09-2016;2.0;2.4;2.3
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;36;05-09-2016;0.31;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;38;19-09-2016;0.12;0.15;0.14
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;26-09-2016;0.31;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;39;26-09-2016;0.12;0.15;0.14
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;41;10-10-2016;0.12;0.15;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;17-10-2016;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;17-10-2016;0.31;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;42;17-10-2016;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;24-10-2016;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;43;24-10-2016;0.31;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;45;07-11-2016;0.11;0.15;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;14-11-2016;2.0;2.0;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;14-11-2016;0.31;0.33;0.32
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;46;14-11-2016;0.11;0.15;0.12
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;48;28-11-2016;0.11;0.16;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;05-12-2016;2.0;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;05-12-2016;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;49;05-12-2016;0.11;0.16;0.12
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;12-12-2016;2.0;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;50;12-12-2016;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;1;02-01-2017;0.12;0.17;0.13
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;09-01-2017;2.0;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;09-01-2017;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;2;09-01-2017;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;16-01-2017;2.0;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;3;16-01-2017;0.33;0.35;0.34
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;30-01-2017;2.0;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;30-01-2017;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;5;30-01-2017;0.13;0.16;0.14
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;06-02-2017;2.0;2.2;2.0
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;6;06-02-2017;0.33;0.35;0.34
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;8;20-02-2017;0.14;0.16;0.15
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;27-02-2017;2.2;2.6;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;27-02-2017;0.35;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;9;27-02-2017;0.16;0.18;0.17
Alfarroba*Graínha*SP*I*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;06-03-2017;2.2;2.6;2.5
Alfarroba*Inteira*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;10;06-03-2017;0.35;0.4;0.37
Alfarroba*Triturado Grosso*SP*II*Saco 50 kg*EUR/kg;Alfarroba; Algarve;Algarve;12;20-03-2017;0.16;0.18;0.17
